locus_id,chrom,sentinel_rsid,sentinel_pos,gwas_pval,gwas_beta,regatlas_rank,regatlas_score,gene_id,gene_name,gene_biotype,abs_tss_distance,tss_distance_rank,is_nearest_tss,has_any_brain_eqtl,brain_eqtl_max_slope,brain_eqtl_max_neg_log10_pval,has_re2g_link,re2g_max_score,re2g_total_elements,has_both_eqtl_and_re2g
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,2,-0.029445498384848313,ENSG00000241058,NSUN6,protein_coding,85820,3,0,1,0.6132997274398804,28.352590400421644,1,0.9999962895357942,2,1
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,3,-0.07248650000354669,ENSG00000165995,CACNB2,protein_coding,604681,9,0,1,0.16736465692520142,4.573105498973753,1,0.9999985587184772,21,1
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,4,-0.11544534956671307,ENSG00000165997,ARL5B,protein_coding,85674,2,0,0,0.0,-0.0,1,0.9999941262640608,3,0
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,5,-0.4455222873208883,ENSG00000204740,MALRD1,protein_coding,303696,6,0,1,0.8651094436645508,9.428867743521746,0,0.0,0,0
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,6,-0.4889210045300808,ENSG00000240291,ENSG00000240291,lncRNA,199454,5,0,1,0.40275245904922485,14.790174627934178,0,0.0,0,0
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,7,-0.6372649150097673,ENSG00000302787,ENSG00000302787,lncRNA,93406,4,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,8,-0.6854244940262295,ENSG00000293720,ENSG00000293720,lncRNA,303918,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_18745105_rs7893279,10,rs7893279,18745105,6.545e-16,0.0995013844227929,8,-0.6854244940262295,ENSG00000235020,ENSG00000235020,lncRNA,483601,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,1,0.27742752505657836,ENSG00000067082,KLF6,protein_coding,36280,8,0,0,0.0,-0.0,1,0.999991393050872,8,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,2,0.04472330503653261,ENSG00000287175,ENSG00000287175,lncRNA,11726,2,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,3,-0.01646163045993765,ENSG00000230573,LINC02639,lncRNA,7080,1,1,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,4,-0.02179766091603015,ENSG00000295332,ENSG00000295332,lncRNA,14775,3,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,5,-0.14145309040124932,ENSG00000288755,ENSG00000288755,lncRNA,36010,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,6,-0.16196039176835597,ENSG00000300219,ENSG00000300219,lncRNA,30991,6,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,6,-0.16196039176835597,ENSG00000307524,ENSG00000307524,lncRNA,30977,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,8,-0.1789081450173671,ENSG00000294123,ENSG00000294123,lncRNA,15246,4,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,9,-0.35128049684229073,ENSG00000298309,ENSG00000298309,lncRNA,37538,10,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,9,-0.35128049684229073,ENSG00000298322,ENSG00000298322,lncRNA,37410,9,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,9,-0.35128049684229073,ENSG00000303926,ENSG00000303926,lncRNA,39572,11,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,12,-0.36917590988834587,ENSG00000229672,ENSG00000229672,lncRNA,90895,18,0,1,0.3739297091960907,10.805641480332044,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,13,-0.5482523888334053,ENSG00000286610,ENSG00000286610,lncRNA,503748,46,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000226005,LINC02660,lncRNA,90326,17,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000295787,ENSG00000295787,lncRNA,129443,21,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000302901,ENSG00000302901,lncRNA,66440,15,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000303616,ENSG00000303616,lncRNA,51795,12,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000303648,ENSG00000303648,lncRNA,63425,14,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000303836,ENSG00000303836,lncRNA,66807,16,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000303862,ENSG00000303862,lncRNA,58791,13,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000304831,ENSG00000304831,lncRNA,113455,20,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,14,-0.6372649150097673,ENSG00000304971,ENSG00000304971,lncRNA,100741,19,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000236892,ENSG00000236892,lncRNA,265197,29,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000296125,ENSG00000296125,lncRNA,288681,31,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000296145,ENSG00000296145,lncRNA,279154,30,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000296170,ENSG00000296170,lncRNA,195393,27,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000298480,ENSG00000298480,lncRNA,151094,22,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000233321,LINC02669,lncRNA,305968,33,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000289882,ENSG00000289882,lncRNA,396953,42,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000302066,ENSG00000302066,lncRNA,414230,43,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000302097,ENSG00000302097,lncRNA,335013,36,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000302116,ENSG00000302116,lncRNA,336152,37,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000302130,ENSG00000302130,lncRNA,352342,38,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000302824,ENSG00000302824,lncRNA,156028,23,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000304847,ENSG00000304847,lncRNA,173033,24,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000305321,ENSG00000305321,lncRNA,309389,34,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000305807,ENSG00000305807,lncRNA,300245,32,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000309009,ENSG00000309009,lncRNA,327885,35,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000309028,ENSG00000309028,lncRNA,365803,40,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000309046,ENSG00000309046,lncRNA,359324,39,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000233117,LINC00702,lncRNA,447148,45,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000309509,ENSG00000309509,lncRNA,395635,41,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000309529,ENSG00000309529,lncRNA,425694,44,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000236990,ENSG00000236990,lncRNA,229693,28,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000227101,ENSG00000227101,lncRNA,182847,25,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_10_3821561_rs17731,10,rs17731,3821561,2.945e-14,-0.058901107920161,23,-0.6854244940262295,ENSG00000310086,ENSG00000310086,lncRNA,192454,26,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,1,0.4800729286045326,ENSG00000120451,SNX19,protein_coding,24584,2,0,1,0.9154631495475769,36.609466609988125,1,0.9999772552518004,2,1
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,2,0.17243534464296278,ENSG00000175728,LINC02873,lncRNA,260606,12,0,0,0.0,-0.0,1,0.9999919006237574,32,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,3,0.16628357869612645,ENSG00000182667,NTM,protein_coding,478583,22,0,1,0.16609972715377808,4.981800048711777,1,0.999996439063326,53,1
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,4,0.07213688994183207,ENSG00000166106,ADAMTS15,protein_coding,443250,20,0,0,0.0,-0.0,1,0.9999995378512972,32,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,5,0.001483024813506771,ENSG00000254842,LINC02551,lncRNA,26334,3,0,1,0.5415862202644348,5.546689477122806,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,6,-0.037679187818585765,ENSG00000134917,ADAMTS8,protein_coding,463286,21,0,1,0.6581074595451355,7.798658623711149,1,0.999999997375116,23,1
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,7,-0.12549894094944983,ENSG00000255455,ENSG00000255455,lncRNA,21648,1,1,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,8,-0.37891589472277104,ENSG00000175773,ZBTB44-DT,lncRNA,577789,24,0,1,0.6088770031929016,14.179615996376516,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,9,-0.6372649150097673,ENSG00000301370,ENSG00000301370,lncRNA,102582,4,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,9,-0.6372649150097673,ENSG00000301392,ENSG00000301392,lncRNA,105634,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,9,-0.6372649150097673,ENSG00000288013,ENSG00000288013,lncRNA,106355,6,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000227125,ENSG00000227125,lncRNA,313104,15,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000294232,ENSG00000294232,lncRNA,253118,10,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000297702,ENSG00000297702,lncRNA,175645,9,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000299973,ENSG00000299973,lncRNA,295220,14,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000300017,ENSG00000300017,lncRNA,272075,13,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000301321,ENSG00000301321,lncRNA,415199,18,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000301332,ENSG00000301332,lncRNA,488562,23,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000305065,ENSG00000305065,lncRNA,153659,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000305090,ENSG00000305090,lncRNA,168478,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000307036,ENSG00000307036,lncRNA,441827,19,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000231698,ENSG00000231698,lncRNA,361438,17,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000301348,ENSG00000301348,lncRNA,344463,16,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_130891895_rs10894308,11,rs10894308,130891895,3.59e-10,0.047799197133273,12,-0.6854244940262295,ENSG00000237612,ENSG00000237612,lncRNA,255099,11,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,1,0.3437382999469737,ENSG00000183715,OPCML,protein_coding,320183,15,0,0,0.0,-0.0,1,0.9999999967999476,88,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,2,0.32916125926308976,ENSG00000080854,IGSF9B,protein_coding,104284,4,0,0,0.0,-0.0,1,0.9999806898586238,27,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,3,0.1971514284471406,ENSG00000166086,JAM3,protein_coding,216387,14,0,0,0.0,-0.0,1,0.9999960570083308,19,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,4,-0.01646163045993765,ENSG00000166118,SPATA19,protein_coding,7146,1,1,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,5,-0.0942319812364438,ENSG00000166105,GLB1L3,protein_coding,421561,23,0,0,0.0,-0.0,1,0.9999910126099836,10,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,6,-0.12549894094944983,ENSG00000255258,LINC02743,lncRNA,19806,2,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,7,-0.13762701952823192,ENSG00000149328,GLB1L2,protein_coding,479304,26,0,1,0.37724629044532776,7.190048898555924,1,0.9999948476289524,14,1
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,8,-0.325222171115636,ENSG00000254648,ENSG00000254648,lncRNA,184423,11,0,1,0.7095791101455688,4.679937602778434,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,9,-0.32813132786570276,ENSG00000151500,THYN1,protein_coding,400686,20,0,0,0.0,-0.0,1,0.9999690709021684,2,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,9,-0.32813132786570276,ENSG00000151498,ACAD8,protein_coding,400864,21,0,0,0.0,-0.0,1,0.9999790659212004,4,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,9,-0.32813132786570276,ENSG00000151503,NCAPD3,protein_coding,372820,19,0,0,0.0,-0.0,1,0.9999739326967476,4,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,12,-0.4380772349178049,ENSG00000287068,ENSG00000287068,lncRNA,320269,16,0,1,2.174670934677124,5.229691149487328,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,13,-0.4455222873208883,ENSG00000204241,LINC02731,lncRNA,179309,9,0,1,0.6464409232139587,19.80062969428522,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,14,-0.5556707958870829,ENSG00000151502,VPS26B,protein_coding,371987,18,0,0,0.0,-0.0,1,0.9998994582449976,3,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,15,-0.6008034641908612,ENSG00000299312,ENSG00000299312,lncRNA,64771,3,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,16,-0.6372649150097673,ENSG00000299430,ENSG00000299430,lncRNA,114781,6,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,16,-0.6372649150097673,ENSG00000301905,ENSG00000301905,lncRNA,104446,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,16,-0.6372649150097673,ENSG00000302493,ENSG00000302493,lncRNA,124963,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_11_133852684_rs4936215,11,rs4936215,133852684,1.107e-14,0.0785985885121491,19,-0.6854244940262295,ENSG00000254896,OPCML-IT1,lncRNA,486604,27,0,0,0.0,-0.0,0,0.0,0,0
